role,target,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog
SUB:esophagus,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:estrous cycle,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,5mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,129mg/kg/day
SUB:eye,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:food consumption,GenRA Pos Act=1 (0.524) AUC=0.125 p=0.945,no_data,no_data,580mg/kg/day,5mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,559.66mg/kg/day,no_effect,no_effect,2024mg/kg/day
SUB:full gross necropsy,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:gallbladder,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_effect,no_data,no_data,no_effect
SUB:gamma glutamyl transferase (ggt),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,150mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,536mg/kg/day,no_data,no_data,no_data
SUB:gamma glutamyl transpeptides (gtp),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,803mg/kg/day,no_data,no_data,no_data
SUB:globulins,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,131mg/kg/day,no_data,no_data,no_data
SUB:glucose,GenRA TN Act=0 (0.151) AUC=0 p=0.87,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,809.7mg/kg/day,no_data,no_data,no_effect
SUB:glutamate dehydrogenase,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,616mg/kg/day,no_data,no_data,no_data
SUB:harderian gland,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect
SUB:heart,GenRA TN Act=0 (0.418) AUC=0 p=0.995,no_data,150mg/kg/day,no_effect,15mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,803mg/kg/day,178mg/kg/day,no_effect,no_effect
SUB:hematocrit (hct),GenRA FP Act=1 (0.636) AUC=0 p=0.955,no_data,37.5mg/kg/day,no_data,500mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,536mg/kg/day,no_data,no_data,no_effect
SUB:hemoglobin (hgb),GenRA FP Act=1 (0.704) AUC=0 p=0.985,no_data,37.5mg/kg/day,3.55mg/kg/day,500mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,536mg/kg/day,no_data,no_data,no_effect
SUB:intestine large,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:intestine small,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:ketones,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,223mg/kg/day,no_data
SUB:kidney,GenRA TP Act=1 (0.812) AUC=0 p=0.97,no_data,9.375mg/kg/day,30mg/kg/day,15mg/kg/day,no_data,no_data,no_data,no_data,400mg/kg/day,no_effect,no_effect,18.95mg/kg/day,57.9mg/kg/day,50mg/kg/day,1017mg/kg/day
SUB:lactic acid dehydrogenase (ldh),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,3.125mg/kg/day,no_data,no_data,no_data,no_data
SUB:larynx,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:leukocyte (wbc) count differential,GenRA TN Act=0 (0.18) AUC=0 p=0.86,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,616mg/kg/day,no_data,no_data,no_effect
SUB:lipids,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,3.24mg/kg/day,no_data,no_data,no_data
SUB:liver,GenRA FP Act=1 (0.807) AUC=0 p=0.99,no_data,18.75mg/kg/day,50mg/kg/day,150mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,1.25mg/kg/day,18.95mg/kg/day,17.1mg/kg/day,150mg/kg/day,199mg/kg/day
SUB:lung,GenRA TN Act=0 (0.123) AUC=0 p=0.9,no_data,150mg/kg/day,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:lymph node,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data
SUB:lymphocyte,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,803mg/kg/day,no_data,no_data,no_data
SUB:mammary gland,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:mean corpuscular (cell) volume (mcv),GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect
SUB:mean corpuscular hemoglobin (mch),GenRA TN Act=0 (0.264) AUC=0 p=0.77,no_data,no_effect,no_data,500mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect
SUB:mean corpuscular hemoglobin concentration (mchc),GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect
SUB:mortality,GenRA FN Act=0 (0.299) AUC=0.035714285714285726 p=0.985,no_data,no_effect,no_effect,15mg/kg/day,no_data,no_data,no_data,no_data,no_effect,1000mg/kg/day,no_effect,536mg/kg/day,no_effect,no_effect,no_effect
SUB:nerve,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:neutrophils,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,150mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,803mg/kg/day,no_data,no_data,no_data
SUB:nose,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:occult blood,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:ovary,GenRA TN Act=0 (0.326) AUC=0 p=1,no_data,150mg/kg/day,no_effect,150mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,803mg/kg/day,no_effect,no_effect,no_effect
SUB:pancreas,GenRA TN Act=0 (0.092) AUC=0 p=0.91,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,536mg/kg/day,no_effect,no_effect,no_effect
SUB:parathyroid,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:parathyroid gland,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:ph,GenRA Neg Act=0 (0.301) AUC=0 p=0.675,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,616mg/kg/day,no_data,no_data,no_data
SUB:pharynx,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data
SUB:pituitary gland,GenRA TN Act=0 (0.092) AUC=0 p=0.91,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,18.95mg/kg/day,no_effect,no_effect,no_effect
SUB:platelet,GenRA TN Act=0 (0.42) AUC=0 p=0.935,no_data,75mg/kg/day,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,580.95mg/kg/day,no_data,no_data,no_effect
SUB:potassium,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,400mg/kg/day,no_data,no_data,616mg/kg/day,no_data,no_data,no_data
SUB:preputial gland,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect
SUB:prostate,GenRA TN Act=0 (0.092) AUC=0 p=0.905,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,131mg/kg/day,no_effect,no_effect,no_effect
SUB:protein,GenRA TN Act=0 (0.287) AUC=0 p=0.97,no_data,no_effect,170mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,131mg/kg/day,no_data,no_data,no_effect
SUB:reticulocyte,GenRA TN Act=0 (0.293) AUC=0 p=0.78,no_data,18.75mg/kg/day,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect
SUB:salivary glands,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:seminal vesicle,GenRA TN Act=0 (0.092) AUC=0 p=0.92,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,131mg/kg/day,no_effect,no_effect,no_effect
SUB:skeletal muscle,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect
SUB:skin,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:sorbitol dehydrogenase,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect
SUB:specific gravity/osmolality,GenRA Pos Act=1 (0.514) AUC=0 p=0.52,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,2000mg/kg/day,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:sperm measure,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,500mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:spinal cord,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data
SUB:spleen,GenRA TN Act=0 (0.301) AUC=0 p=0.995,no_data,no_effect,500mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,22.1mg/kg/day,214mg/kg/day,no_effect,no_effect
SUB:stomach,GenRA TN Act=0 (0.401) AUC=0 p=1,no_data,75mg/kg/day,no_effect,no_effect,no_data,no_data,no_data,no_data,734mg/kg/day,no_effect,no_effect,no_effect,no_effect,150mg/kg/day,2723mg/kg/day
SUB:testes,GenRA TN Act=0 (0.475) AUC=0 p=1,no_data,no_effect,no_effect,150mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,536mg/kg/day,178mg/kg/day,150mg/kg/day,2028mg/kg/day
SUB:thymus,GenRA TN Act=0 (0.213) AUC=0 p=0.99,no_data,75mg/kg/day,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,1017mg/kg/day
SUB:thyroid gland,GenRA TN Act=0 (0.208) AUC=0 p=0.985,no_data,no_effect,500mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,18.95mg/kg/day,no_effect,no_effect,no_effect
SUB:tongue,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect
SUB:trachea,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:triglycerides,GenRA TN Act=0 (0.18) AUC=0 p=0.825,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,1.25mg/kg/day,no_data,no_data,no_data,no_effect
SUB:urea nitrogen,GenRA TN Act=0 (0.332) AUC=0 p=0.975,no_data,no_effect,3.55mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,536mg/kg/day,no_data,no_data,no_effect
SUB:urinary bladder,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:uterus,GenRA TN Act=0 (0.111) AUC=0 p=0.93,no_data,no_effect,no_effect,50mg/kg/day,no_data,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect
SUB:vagina,GenRA TN Act=0 (0) AUC=0 p=1,no_data,no_effect,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_effect
SUB:volume,GenRA Neg Act=0 (0.318) AUC=0 p=0.67,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,2000mg/kg/day,no_data,no_data,no_effect,no_data,no_data,no_data
