role,target,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog
SUB:bone,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:bone marrow,GenRA Neg Act=0 (0.246) AUC=0 p=1,115mg/kg/day,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,61mg/kg/day,no_effect,no_effect,no_data,60mg/kg/day,no_effect,no_data,no_effect
SUB:brain,GenRA Neg Act=0 (0.107) AUC=0 p=0.93,no_effect,406mg/kg/day,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:calcium,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,250mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:cholesterol,GenRA Pos Act=1 (0.625) AUC=0 p=0.92,no_effect,349mg/kg/day,no_data,250mg/kg/day,no_data,no_data,no_data,9mg/kg/day,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:clinical signs,GenRA Neg Act=0 (0.449) AUC=0.6 p=0.285,40mg/kg/day,349mg/kg/day,no_effect,50mg/kg/day,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,5mg/kg/day,no_effect,no_data,1000mg/kg/day
SUB:clitoral gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:creatine phosphokinase,GenRA Neg Act=0 (0.299) AUC=0 p=0.675,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,17mg/kg/day,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:creatinine,GenRA Pos Act=1 (0.831) AUC=0 p=0.79,130mg/kg/day,no_data,0.625mg/kg/day,250mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:ear,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect,no_data,no_effect
SUB:epididymis,GenRA Neg Act=0 (0.181) AUC=0 p=0.985,no_effect,707mg/kg/day,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,0.2mg/kg/day,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:erythrocyte (rbc) count differential,GenRA Pos Act=1 (0.867) AUC=0 p=0.835,200mg/kg/day,707mg/kg/day,no_data,no_data,no_data,no_data,no_data,9mg/kg/day,0.2mg/kg/day,no_data,no_data,no_effect,24.4ppm,no_data,no_data
SUB:esophagus,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:estrous cycle,GenRA Pos Act=1 (1) AUC=0 p=1,445mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:eye,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:food consumption,GenRA Neg Act=0 (0.199) AUC=0 p=0.98,no_effect,406mg/kg/day,no_effect,no_effect,no_effect,13mg/kg/day,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect,no_data,no_effect
SUB:full gross necropsy,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:gallbladder,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:globulins,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,349mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:glucose,GenRA Neg Act=0 (0.277) AUC=0 p=0.75,no_effect,no_data,0.625mg/kg/day,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:glutamate dehydrogenase,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,250mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:harderian gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:heart,GenRA Neg Act=0 (0.181) AUC=0 p=0.985,840mg/kg/day,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,0.2mg/kg/day,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:hematocrit (hct),GenRA Pos Act=1 (0.847) AUC=0 p=0.78,225mg/kg/day,707mg/kg/day,no_data,no_data,no_data,no_data,no_data,5mg/kg/day,0.5mg/kg/day,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:hemoglobin (hgb),GenRA Pos Act=1 (0.858) AUC=0 p=0.84,200mg/kg/day,707mg/kg/day,no_data,250mg/kg/day,no_data,no_data,no_data,5mg/kg/day,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:intestine large,GenRA Neg Act=0 (0.107) AUC=0 p=0.91,no_effect,no_effect,no_effect,250mg/kg/day,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:intestine small,GenRA Neg Act=0 (0.181) AUC=0 p=0.995,no_effect,no_effect,no_effect,250mg/kg/day,no_effect,no_effect,no_data,9mg/kg/day,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:kidney,GenRA Pos Act=1 (0.655) AUC=0.1714285714285714 p=0.975,200mg/kg/day,707mg/kg/day,0.625mg/kg/day,250mg/kg/day,137.4mg/kg/day,no_effect,no_data,33mg/kg/day,no_effect,355mg/kg/day,no_data,no_effect,no_effect,no_data,no_effect
SUB:lacrimal gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data
SUB:larynx,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:leukocyte (wbc) count differential,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:lipids,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,250mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:liver,GenRA Pos Act=1 (0.692) AUC=0.375 p=0.665,840mg/kg/day,349mg/kg/day,0.625mg/kg/day,no_effect,137.4mg/kg/day,13mg/kg/day,no_data,10mg/kg/day,no_effect,355mg/kg/day,no_data,10mg/kg/day,no_effect,no_data,no_effect
SUB:lung,GenRA Neg Act=0 (0.238) AUC=0.07407407407407407 p=0.985,no_effect,no_effect,0.625mg/kg/day,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,40mg/kg/day,0ppm,no_data,no_effect
SUB:lymph node,GenRA Neg Act=0 (0.264) AUC=0.125 p=0.965,no_effect,no_effect,no_effect,50mg/kg/day,no_effect,no_effect,no_data,5mg/kg/day,no_effect,no_effect,no_data,no_data,24.4ppm,no_data,no_effect
SUB:mammary gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:mean corpuscular (cell) volume (mcv),GenRA Pos Act=1 (0.848) AUC=0 p=0.855,200mg/kg/day,794mg/kg/day,no_data,no_data,no_data,24mg/kg/day,no_data,5mg/kg/day,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:mean corpuscular hemoglobin (mch),GenRA Pos Act=1 (0.848) AUC=0 p=0.87,200mg/kg/day,794mg/kg/day,no_data,no_data,no_data,24mg/kg/day,no_data,5mg/kg/day,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:mean corpuscular hemoglobin concentration (mchc),GenRA Pos Act=1 (0.734) AUC=0 p=0.625,200mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,5mg/kg/day,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:methemoglobin,GenRA Pos Act=1 (1) AUC=0 p=1,30mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:mortality,GenRA Neg Act=0 (0.173) AUC=0 p=0.985,250mg/kg/day,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,40mg/kg/day,no_effect,no_data,no_effect
SUB:nerve,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:neutrophils,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,0.03ppm,no_data,no_data
SUB:non-protein sulfhydryl (npsh),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,0.625mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:nose,GenRA Neg Act=0 (0.065) AUC=0 p=0.87,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,14.13ppm,no_data,no_effect
SUB:nucleated red blood cell (nrbc),GenRA Pos Act=1 (1) AUC=0 p=1,200mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,9mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:occult blood,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect
SUB:ovary,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:pancreas,GenRA Neg Act=0 (0.107) AUC=0 p=0.92,no_effect,no_effect,no_effect,250mg/kg/day,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:parathyroid,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:parathyroid gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:ph,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect
SUB:pharynx,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect,no_data,no_effect
SUB:pituitary gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:platelet,GenRA Pos Act=1 (0.734) AUC=0 p=0.64,225mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,5mg/kg/day,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:potassium,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,250mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:preputial gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:prostate,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:protein,GenRA Neg Act=0 (0.277) AUC=0 p=0.72,no_effect,349mg/kg/day,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:reticulocyte,GenRA Pos Act=1 (0.734) AUC=0 p=0.7,200mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,5mg/kg/day,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:salivary glands,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:seminal vesicle,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:skeletal muscle,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:skin,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:sorbitol dehydrogenase,GenRA Neg Act=0 (0.299) AUC=0 p=0.735,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,5mg/kg/day,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:specific gravity/osmolality,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,250mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:sperm measure,GenRA Pos Act=1 (1) AUC=0 p=1,115mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
SUB:spinal cord,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_data,no_effect,no_data,no_effect
SUB:spleen,GenRA Neg Act=0 (0.472) AUC=0.25 p=0.89,115mg/kg/day,no_effect,no_effect,no_effect,137.4mg/kg/day,no_effect,no_data,17mg/kg/day,0.5mg/kg/day,4.1mg/kg/day,no_data,60mg/kg/day,no_effect,no_data,no_effect
SUB:stomach,GenRA Neg Act=0 (0.288) AUC=0 p=0.99,310mg/kg/day,no_effect,no_effect,250mg/kg/day,no_effect,no_effect,no_data,60mg/kg/day,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:testes,GenRA Neg Act=0 (0.288) AUC=0.0740740740740741 p=0.985,750mg/kg/day,707mg/kg/day,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,0.2mg/kg/day,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:thymus,GenRA Neg Act=0 (0.131) AUC=0 p=0.955,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,60mg/kg/day,24.4ppm,no_data,no_effect
SUB:thyroid gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:tongue,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:trachea,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:triglycerides,GenRA Pos Act=1 (0.512) AUC=0 p=0.825,no_effect,no_data,0.00625mg/kg/day,no_data,no_data,no_data,no_data,17mg/kg/day,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:urea nitrogen,GenRA Pos Act=1 (0.621) AUC=0 p=0.43,30mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:urinary bladder,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:uterus,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_effect,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect
SUB:vagina,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data,no_data
SUB:volume,GenRA Pos Act=1 (0.776) AUC=0 p=0.65,no_data,no_data,0.625mg/kg/day,250mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect
SUB:water consumption,GenRA Pos Act=1 (1) AUC=0 p=1,225mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,15mg/kg/day,no_data,36.5mg/kg/day,no_data,no_data,no_data,no_data,no_data
